hops,dataset,max_accuracy,epsilon
5,chains,65.0,-1.0
5,chains,50.0,1.0
5,chains,50.0,2.0
5,chains,50.0,4.0
5,chains,50.0,8.0
5,chains,50.0,16.0
5,chains,50.0,32.0
