hops,dataset,max_accuracy,epsilon
13,chains,86.67,-1.0
13,chains,61.67,1.0
13,chains,61.67,2.0
13,chains,61.67,4.0
13,chains,61.67,8.0
13,chains,61.67,16.0
13,chains,61.67,32.0
