hops,dataset,max_accuracy,epsilon
7,chains,90.0,-1.0
7,chains,57.5,1.0
7,chains,57.5,2.0
7,chains,57.5,4.0
7,chains,57.5,8.0
7,chains,57.5,16.0
7,chains,57.5,32.0
