hops,dataset,max_accuracy,epsilon
6,chains,77.5,-1.0
6,chains,60.0,1.0
6,chains,60.0,2.0
6,chains,60.0,4.0
6,chains,60.0,8.0
6,chains,62.5,16.0
6,chains,60.0,32.0
