hops,dataset,max_accuracy,epsilon
7,chains,73.33,-1.0
7,chains,50.0,1.0
7,chains,50.0,2.0
7,chains,50.0,4.0
7,chains,50.0,8.0
7,chains,50.0,16.0
7,chains,51.67,32.0
