hops,dataset,max_accuracy,epsilon
5,chains,77.5,-1.0
5,chains,55.0,1.0
5,chains,55.0,2.0
5,chains,55.0,4.0
5,chains,55.0,8.0
5,chains,55.0,16.0
5,chains,57.5,32.0
