hops,dataset,max_accuracy,epsilon
2,chains,60.0,-1.0
2,chains,60.0,1.0
2,chains,60.0,2.0
2,chains,60.0,4.0
2,chains,57.5,8.0
2,chains,50.0,16.0
2,chains,50.0,32.0
