hops,dataset,max_accuracy,epsilon
8,chains,93.75,-1.0
8,chains,50.0,1.0
8,chains,50.0,2.0
8,chains,50.0,4.0
8,chains,50.0,8.0
8,chains,56.25,16.0
8,chains,56.25,32.0
