hops,dataset,max_accuracy,epsilon
15,chains,100.0,-1.0
15,chains,43.75,1.0
15,chains,43.75,2.0
15,chains,43.75,4.0
15,chains,43.75,8.0
15,chains,43.75,16.0
15,chains,43.75,32.0
